start,end,id,total_len,country,mode,devicetype,language,consent,relationship,income_reference,income_year,income_month,income_week,country_birth_mother,country_birth_father,country_birth_partner,municipality_years,children_hh,children_out,childr_n_0to5,childr_n_6to15,others_n,grandchildren,pets__1,pets__2,pets__3,pets__4,pets__5,pets__6,contract,worklife_balance,telework,rand1,loneliness_djg_a,loneliness_djg_b,loneliness_djg_c,loneliness_djg_d,loneliness_djg_e,loneliness_djg_f,family_meet_face,family_meet_tele,family_n__1,family_n__1__open,friends_meet_face,friends_meet_tele,friends_n__1,friends_n__1__open,neighbours,social_support_a,social_support_b,social_support_c,social_support_d,relationship_happiness,social_activities_a,social_activities_b,social_activities_c,loneliness_ucla_a,loneliness_ucla_b,loneliness_ucla_c,relationship_need,loneliness_direct,loneliness_intensity,life_events__1,life_events__2,life_events__3,life_events__4,life_events__5,life_events__6,life_events__7,life_events__8,life_events__9,life_events__10,life_events__11,life_events__12,lost_spouse,interventions_heard,interventions_done__1,interventions_done__2,interventions_done__3,interventions_done__4,interventions_done__5,interventions_done__6,interventions_done__7,interventions_done__8,interventions_done__9,interventions_done__10,interventions_done__11,interventions_done__12,interventions_done__13,interventions_done__14,interventions_done__15,interventions_done__16,loneliness_work_a,loneliness_work_b,loneliness_work_c,loneliness_education_a,loneliness_education_b,loneliness_education_c,loneliness_stigma1,loneliness_stigma2,sm_purpose_a,sm_purpose_b,sm_purpose_c,sm_purpose_d,sm_purpose_e,sm_time_a,sm_time_b,sm_time_c,sm_time_d,feelings_nerv,feelings_hopel,feelings_restl,feelings_depr,feelings_worthl,risk_a,risk_b,risk_c,civic_attitudes_a,civic_attitudes_b,civic_attitudes_c,trust,vote,vote_open,child_health,child_health_relatives_1,child_health_relatives_2,child_health_relatives_3,child_health_relatives_4,child_health_relatives_5,child_health_relatives_6,child_relationship_a,child_relationship_b,child_friends,religion_child,religion_now,health_general,smoking,gender,date_birth_month,date_birth_year,age,age_class,country_birth_yourself,sex_orientation,education,adults_n,region_residence,municipality_type,work_status,main_job,occupation,nace_sector,income_source,exercise,health_condition,health_condition_intensity,w_country,w_country_5,w_design
06 Dec 22,06 Dec 22,11,1670.66,Poland,Telephone,Laptop/PC,pl,"Yes, I agree",Widowed,Your household's monthly income,,Income decile 2,,Poland,Poland,,40,0,3,0,0,0,"Yes, but I do not look after them regularly",,,,,Other,,,,,loneliness_ucla first,No,No,No,Yes,More or less,Yes,Every two weeks,Every week,Number,3,Every two weeks,Every week,Number,3,Several times a week,Don’t know,A little of the time,Most of the time,A little of the time,,Never,Never,Never,Some of the time,Hardly ever or never,Some of the time,Once a month,None of the time,,,,,,,,,,,,None of the above,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,An issue that is limited to the individual concerned,Both equally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very rarely,Never,Rarely,Very rarely,Never,6,5,5,7,5,1,6,Prawo i Sprawiedliwość (PiS),,Very good,Smoke heavily,,,,,,10,9,Always,Once a week,Never,Very good,"No, I don’t smoke at all",Male,April,1953,69,65+,Poland,Heterosexual/straight,ISCED 3: Upper secondary education,1,Makroregion Pólnocno-Zachodni,Small or medium-sized town,Retired,,,,Pensions,2 days,Yes,Not at all,3.0000999,3.000098,1.000641
06 Dec 22,06 Dec 22,12,1343.653,Poland,Telephone,Laptop/PC,pl,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 4,,Poland,Poland,Poland,32,0,2,0,0,0,"Yes, and I look after them regularly",Cat,,,,,,,,,loneliness_djg first,No,No,No,More or less,Yes,Yes,Once a month,Once a month,Number,6,Once a month,Every two weeks,Number,4,Several times a week,Some of the time,All of the time,Some of the time,All of the time,10,Never,Never,Never,Hardly ever or never,Hardly ever or never,Hardly ever or never,Once a month,None of the time,,,,,,,,,,,,None of the above,,,No,,,,,,,,,,,,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,2 to 5 times a day,Never,2 to 5 times a day,Once a day or less,Once a day or less,10-30 minutes per day,10-30 minutes per day,10-30 minutes per day,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,5,1,9,8,8,9,9,Koalicja Obywatelska (KO),,Very good,Smoke heavily,Drink heavily,,,,,10,1,Always,On specific holidays only,Never,Average,"Yes, I smoke 10 or more cigarettes on average per day",Male,June,1953,69,65+,Poland,Heterosexual/straight,ISCED 3: Upper secondary education,2,Makroregion Pólnocno-Zachodni,Small or medium-sized town,Retired,,,,Pensions,2 days,Yes,"Yes, a little",3.0000999,3.000098,1.000641
06 Dec 22,06 Dec 22,13,1885.499,Sweden,Online,Smartphone,sv,"Yes, I agree",Single,Your household's monthly income,,Income decile 1,,Sweden,Sweden,,30,0,0,0,0,1,No,,,,,,No pet at home,,,,loneliness_ucla first,More or less,Prefer not to say,Prefer not to say,More or less,More or less,Prefer not to say,More than once a week,More than once a week,Prefer not to say,,Every week,Every week,Prefer not to say,,Several times a week,Prefer not to say,Prefer not to say,Some of the time,Prefer not to say,,Prefer not to say,Once a month,Never,Some of the time,Prefer not to say,Some of the time,Prefer not to say,A little of the time,4,,,,Loss of employment,,,COVID-19 infection of yourself,,,Severe conflicts at work (with colleagues and/or manager),,,,No,"Seeing friends, family members, or other loved ones",Doing sports alone,Doing sports with others,,,,,,,Used more social media,Took time for myself,,,,,,,,,,,,Don’t know,Both equally,Over 30 times a day,Over 30 times a day,Once a day or less,Over 30 times a day,Prefer not to say,More than 5 hours per day,More than 5 hours per day,Prefer not to say,More than 5 hours per day,Occasionally,Rarely,Occasionally,Occasionally,Rarely,7,6,7,2,2,5,7,Prefer not to say,,Fairly good,,,,,,Prefer not to say,10,10,Sometimes,On specific holidays only,On specific holidays only,Fairly good,"No, I don’t smoke at all",Male,March,1990,32,26-35,Sweden,Heterosexual/straight,ISCED 3: Upper secondary education,1,Södra Sverige,Small or medium-sized town,Unemployed and actively looking for a job,,,,Wages or salaries,2 days,No,,1.3402647,3.0000975,1.1433755
06 Dec 22,06 Dec 22,14,1623.666,Poland,Online,Laptop/PC,pl,"Yes, I agree",Single,Your household's monthly income,,Income decile 4,,Poland,Poland,,38,0,0,0,0,0,No,,,,,,No pet at home,,,,loneliness_ucla first,No,No,No,More or less,More or less,More or less,Never,Every two months or less frequently,Number,4,More than once a week,More than once a week,Number,3,Almost every day,None of the time,A little of the time,A little of the time,A little of the time,,Every two weeks,Never,Never,Prefer not to say,Hardly ever or never,Hardly ever or never,Every week,Some of the time,4,,,,,,,COVID-19 infection of yourself,,,,,,,No,,,,,,Contacted a specialised charity/association/ Non-Governmental Organizations,,,,,,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,Once a day or less,Once a day or less,Once a day or less,Never,Once a day or less,Less than 10 minutes per day,Never,Never,Less than 10 minutes per day,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,1,2,3,5,10,5,2,Prawo i Sprawiedliwość (PiS),,Average,,,,,None of the above,,10,10,Most of the time,Once a week,Once a week,Very poor,"No, I don’t smoke at all",Male,February,1956,66,65+,Poland,Prefer not to answer,ISCED 3: Upper secondary education,1,Makroregion Wschodni,Large town/city,Retired,,,,Pensions,Don’t know,Prefer not to answer,,3.0000999,3.000098,1.1541485
06 Dec 22,06 Dec 22,15,974.31,Sweden,Online,Smartphone,sv,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 7,,Sweden,Sweden,Sweden,33,1,0,1,0,0,No,Cat,Dog,,,,,Unlimited duration,5,I worked more than half time onsite at a workplace,loneliness_djg first,No,No,No,More or less,More or less,Yes,More than once a week,More than once a week,Prefer not to say,,Every two weeks,Daily,Number,2,Never or hardly ever,Most of the time,Most of the time,Most of the time,Most of the time,8,Never,Never,Never,Some of the time,Some of the time,Some of the time,Every two weeks,None of the time,,,,,,,,,,,Severe conflicts at work (with colleagues and/or manager),,,,Don’t know,,,,,,,,,,,,,,,,,Not applicable,Not applicable,Never,,,,An issue that has implications for the individual as well as for the wider society,Both equally,16 to 30 times a day,16 to 30 times a day,Never,6 to 15 times a day,2 to 5 times a day,1–2 hours per day,10-30 minutes per day,1–2 hours per day,1–2 hours per day,Occasionally,Occasionally,Occasionally,Occasionally,Very rarely,7,4,7,5,1,5,2,I don't know,,Very good,,,,,None of the above,,10,10,Always,Never,Never,Average,"No, I smoke less than 10 cigarettes on average per day",Male,August,1989,33,26-35,Sweden,Heterosexual/straight,ISCED 3: Upper secondary education,2,Norra Sverige,A rural area or village,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Semi-skilled worker (e.g., bricklayer – bus driver – cannery worker – carpenter – sheet metal worker – baker)",Manufacturing or engineering,Wages or salaries,0 days,No,,1.5043831,.92388201,1.1433755
05 Dec 22,05 Dec 22,16,1250.887,Italy,Online,Smartphone,it,"Yes, I agree",Single,Your household's monthly income,,Income decile 5,,PREFER NOT TO ANSWER,PREFER NOT TO ANSWER,,40,0,0,0,0,0,No,,,,,,No pet at home,,,,loneliness_ucla first,No,No,No,Yes,More or less,Yes,Once a month,More than once a week,Number,4,Every two weeks,More than once a week,Number,3,Almost every day,All of the time,All of the time,Some of the time,Most of the time,,Prefer not to say,Every week,Every week,Hardly ever or never,Hardly ever or never,Hardly ever or never,Daily,None of the time,,,,,,,,COVID-19 infection of yourself,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Once a day or less,Once a day or less,2 to 5 times a day,Once a day or less,2 to 5 times a day,10-30 minutes per day,Less than 10 minutes per day,Never,Never,Very rarely,Never,Very rarely,Never,Very rarely,4,5,7,9,8,8,6,Prefer not to say,,Average,,,,,None of the above,,8,5,Sometimes,Once a week,Once a week,Average,"No, I don’t smoke at all",Female,August,1939,83,65+,Italy,Heterosexual/straight,ISCED 6: Bachelor’s or equivalent level,1,Nord-Ovest,A rural area or village,Retired,,,,Pensions,0 days,No,,.49673426,.37977576,.97211981
05 Dec 22,05 Dec 22,17,832.40002,Sweden,Online,Smartphone,sv,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 5,,Sweden,Sweden,Sweden,36,2,0,2,0,0,No,Cat,,,,,,Unlimited duration,4,I worked more than half time onsite at a workplace,loneliness_djg first,Yes,Yes,Yes,No,No,No,More than once a week,Every week,Prefer not to say,,Once a month,Once a month,Prefer not to say,,About once a week,Some of the time,None of the time,None of the time,Some of the time,8,Never,Every two months or less frequently,Once a month,Often,Often,Often,Once a month,Some of the time,5,,,,,,,,COVID-19 infection of a member of your household,,,,,,Don’t know,,Doing sports alone,,,,,,,,Used more social media,,,,,,,Most of the time,Most of the time,Rarely,,,,Don’t know,Don’t know,Once a day or less,Once a day or less,6 to 15 times a day,Once a day or less,Never,10-30 minutes per day,Less than 10 minutes per day,Never,10-30 minutes per day,Occasionally,Occasionally,Very frequently,Very frequently,Occasionally,9,4,4,3,2,3,4,Moderaterna (M),,Average,,,,,None of the above,,7,6,Sometimes,Never,Never,Very poor,"No, I don’t smoke at all",Male,August,1986,36,36-45,Sweden,Heterosexual/straight,ISCED 3: Upper secondary education,2,Östra Sverige,A rural area or village,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Skilled worker (e.g., foreman – motor mechanic – printer – tool and die maker – electrician)",Don’t know,Wages or salaries,1 days,No,,1.3138235,1.6880987,1.1648675
05 Dec 22,05 Dec 22,18,1003.947,Sweden,Online,Laptop/PC,sv,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 10,,Germany,Germany,Sweden,25,0,2,0,0,0,No,,,,,,No pet at home,,9,I worked more than half time onsite at a workplace,loneliness_djg first,No,More or less,No,Yes,Yes,More or less,Every two months or less frequently,Every week,Number,8,Every two months or less frequently,Every two months or less frequently,Number,4,Almost every day,All of the time,Most of the time,Most of the time,All of the time,9,Every two weeks,Every two months or less frequently,Once a month,Some of the time,Some of the time,Some of the time,Every two weeks,None of the time,,,,,,,,,,,,None of the above,,,No,,,,,,,,,,,,,,,,,Never,Always,,,,,An issue that is limited to the individual concerned,Both equally,Never,Never,Once a day or less,Never,Once a day or less,Never,Less than 10 minutes per day,Never,Less than 10 minutes per day,Occasionally,Occasionally,Occasionally,Occasionally,Never,5,6,4,10,9,9,8,Centerpartiet (C),,Very good,Smoke heavily,,,,,,7,8,Most of the time,Once a month,Once a month,Fairly good,"No, I don’t smoke at all",Female,April,1968,54,46-55,Germany,Heterosexual/straight,ISCED 8: Doctoral or equivalent level,2,Södra Sverige,Large town/city,"In paid work (or away temporarily) (employee, self-employed, working for your family business)",Self-employed,"Professional and technical occupations (e.g., doctor – teacher – engineer – artist – accountant)","Information and communication technology; finance; professional, scientific or technical services",Wages or salaries,5 days,No,,.75063848,.48896429,.86551613
05 Dec 22,05 Dec 22,19,1422.6479,Italy,Online,Laptop/PC,it,"Yes, I agree",In a relationship,Your household's monthly income,,Income decile 4,,Italy,Italy,Italy,58,1,0,0,0,0,No,Cat,,,,,,Unlimited duration,9,I worked more than half time onsite at a workplace,loneliness_ucla first,More or less,No,No,More or less,More or less,More or less,Daily,More than once a week,Number,3,Every two weeks,More than once a week,Number,2,Almost every day,Most of the time,Some of the time,Some of the time,All of the time,9,Never,Every two weeks,Never,Some of the time,Hardly ever or never,Hardly ever or never,Every week,Some of the time,6,,,,,,,,,,,None of the above,,,Yes,"Seeing friends, family members, or other loved ones",,,,,,,,,,Took time for myself,,,,,,Rarely,Most of the time,Sometimes,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Never,Never,Never,Never,Never,Never,10-30 minutes per day,Never,Never,Very frequently,Very frequently,Very frequently,Occasionally,Occasionally,8,8,4,5,8,6,6,Most likely I wouldnt vote,,Very good,,,,,None of the above,,8,6,Most of the time,Once a week,On specific holidays only,Average,"No, I don’t smoke at all",Female,April,1964,58,56-65,Italy,Heterosexual/straight,ISCED 3: Upper secondary education,2,Nord-Ovest,Large town/city,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Clerical occupations (e.g., secretary – clerk – office manager – book keeper)","Administration and support services, including public administration and defence",Wages or salaries,7 days,No,,.61324972,.70169562,.67793018
05 Dec 22,05 Dec 22,20,1045.473,Sweden,Online,Laptop/PC,sv,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 8,,Finland,Turkey,Sweden,12,2,0,2,0,0,No,,,,,,No pet at home,Unlimited duration,8,I worked more than half time onsite at a workplace,loneliness_ucla first,No,No,No,Yes,More or less,Yes,More than once a week,Daily,Number,5,More than once a week,Daily,Number,0,Several times a week,All of the time,All of the time,Most of the time,All of the time,8,Once a month,Every two months or less frequently,Every two months or less frequently,Hardly ever or never,Hardly ever or never,Hardly ever or never,Every two weeks,A little of the time,3,,,,,,,COVID-19 infection of yourself,COVID-19 infection of a member of your household,,,,,,Yes,"Seeing friends, family members, or other loved ones",,,,,,,"Joined a club or a group (e.g., a sport club, an association, a trade union, a party)",,Used more social media,Took time for myself,,"Other, not listed above",,,,Never,Most of the time,Rarely,,,,An issue that has implications for the individual as well as for the wider society,Don’t know,Once a day or less,2 to 5 times a day,Once a day or less,Once a day or less,6 to 15 times a day,10-30 minutes per day,10-30 minutes per day,Never,1–2 hours per day,Very rarely,Occasionally,Very frequently,Rarely,Never,2,2,6,3,1,8,2,Miljöpartiet de gröna (MP),,Very poor,Smoke heavily,Drink heavily,"Had chronic, severe illnesses, disabilities or accidents",Had mental health problems,,,9,7,Always,Never,Never,Average,"No, I smoke less than 10 cigarettes on average per day",In another way,October,1986,36,36-45,Sweden,Heterosexual/straight,ISCED 5: Short-cycle tertiary education,2,Södra Sverige,A rural area or village,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Professional and technical occupations (e.g., doctor – teacher – engineer – artist – accountant)",Services relating to education,Wages or salaries,2 days,No,,.98542941,.79394674,1.1648675
05 Dec 22,05 Dec 22,21,1721.537,France,Online,Laptop/PC,fr,"Yes, I agree",Single,Your household's monthly income,,Income decile 4,,France,France,,0,0,0,0,0,0,No,,,,,,No pet at home,,,,loneliness_ucla first,No,No,No,More or less,No,More or less,Once a month,Every week,Number,5,Once a month,Every two weeks,Number,1,Several times a week,Some of the time,Some of the time,A little of the time,A little of the time,,Never,Every two months or less frequently,Never,Some of the time,Hardly ever or never,Hardly ever or never,More than once a week,A little of the time,2,,,,,,,,,,,None of the above,,,Yes,,,Doing sports with others,,,,,"Joined a club or a group (e.g., a sport club, an association, a trade union, a party)",,,Took time for myself,,,,,,,,,,,,An issue that is limited to the individual concerned,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Occasionally,Never,Never,1,1,2,10,1,1,5,I don't know,,Very good,,,,,None of the above,,10,8,Most of the time,Once a week,Never,Average,"No, I don’t smoke at all",Female,May,1955,67,65+,France,Lesbian or gay,ISCED 3: Upper secondary education,1,Hauts-de-France,Small or medium-sized town,Retired,,,,Pensions,3 days,No,,1.2248534,1.7345898,.3847349
05 Dec 22,05 Dec 22,22,1248.189,Poland,Online,Smartphone,pl,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 6,,Poland,Poland,Poland,34,2,0,1,1,0,No,Cat,,,,,,Unlimited duration,5,I worked more than half time onsite at a workplace,loneliness_ucla first,No,No,No,More or less,No,Yes,Every week,More than once a week,Number,10,Once a month,Every week,Number,2,Almost every day,All of the time,A little of the time,All of the time,All of the time,10,Never,Every two months or less frequently,Never,Some of the time,Some of the time,Hardly ever or never,Every week,A little of the time,1,,,,,,,,,,,None of the above,,,No,"Seeing friends, family members, or other loved ones",Doing sports alone,,,,,,,,,Took time for myself,,,,,,Rarely,Sometimes,Never,,,,An issue that has implications for the individual as well as for the wider society,Both equally,2 to 5 times a day,6 to 15 times a day,Once a day or less,2 to 5 times a day,16 to 30 times a day,31–60 minutes per day,31–60 minutes per day,Never,1–2 hours per day,Very frequently,Very rarely,Occasionally,Very frequently,Rarely,10,5,6,5,2,4,2,Ruch Polska 2050 Szymona Hołowni,,Fairly good,,,,,None of the above,,7,6,Most of the time,Never,Never,Fairly good,"No, I don’t smoke at all",Female,November,1988,34,26-35,Poland,Heterosexual/straight,ISCED 3: Upper secondary education,2,Makroregion Pólnocno-Zachodni,A rural area or village,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Semi-skilled worker (e.g., bricklayer – bus driver – cannery worker – carpenter – sheet metal worker – baker)",Manufacturing or engineering,Wages or salaries,3 days,Yes,Not at all,3.0000999,3.000098,1.2538897
05 Dec 22,05 Dec 22,23,1650.217,France,Online,Laptop/PC,fr,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 10,,France,France,France,43,0,4,0,0,0,"Yes, but I do not look after them regularly",,,,,,No pet at home,,,,loneliness_djg first,No,No,No,Yes,More or less,Yes,Every two weeks,Every week,Number,5,Every two months or less frequently,Every two weeks,Number,4,Several times a week,Some of the time,Some of the time,Some of the time,Most of the time,9,Every two months or less frequently,Every two weeks,Every two months or less frequently,Hardly ever or never,Hardly ever or never,Hardly ever or never,Every two weeks,None of the time,,,,Diagnosis of severe illness or life-threatening injury of a close family member,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Never,Never,Never,Never,2 to 5 times a day,Less than 10 minutes per day,Less than 10 minutes per day,Never,Never,Rarely,Never,Never,Very rarely,Occasionally,5,3,2,8,10,10,2,La République En Marche (LREM),,Average,,,,,None of the above,,5,7,Rarely,Once a week,On specific holidays only,Very good,"No, I don’t smoke at all",Male,October,1948,74,65+,France,Heterosexual/straight,ISCED 7: Master’s or equivalent level,1,Île de France,Large town/city,Retired,,,,Pensions,5 days,No,,.45112637,.54023266,.80283248
05 Dec 22,05 Dec 22,24,2067.969,France,Online,Smartphone,fr,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 8,,France,France,France,30,0,2,0,0,0,No,Cat,Dog,,,,,,,,loneliness_djg first,No,More or less,More or less,More or less,No,More or less,Every two months or less frequently,Every week,Number,5,Every two months or less frequently,Every week,Number,3,Almost every day,A little of the time,A little of the time,Some of the time,A little of the time,4,Never,Every two months or less frequently,Never,Some of the time,Hardly ever or never,Some of the time,Every two weeks,A little of the time,4,,Diagnosis of severe illness or life-threatening injury,Diagnosis of severe illness or life-threatening injury of a close family member,,,,,,,,,,,Yes,"Seeing friends, family members, or other loved ones",,,,,,,,,,,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,People who feel lonely mostly have themselves to blame for their loneliness,Once a day or less,Never,Never,Never,Never,Never,Less than 10 minutes per day,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,6,4,3,6,3,3,5,Les Républicains (LR),,Very good,,,"Had chronic, severe illnesses, disabilities or accidents",,,,7,8,Most of the time,Once a week,Never,Average,"No, I don’t smoke at all",Female,January,1946,76,65+,France,Heterosexual/straight,ISCED 3: Upper secondary education,2,Île de France,A rural area or village,Retired,,,,Wages or salaries,4 days,Prefer not to answer,,2.2747142,1.7756546,.80283248
05 Dec 22,05 Dec 22,25,1382.8199,Sweden,Online,Laptop/PC,sv,"Yes, I agree",Single,Don't know,,Don't know,,Sweden,Sweden,,16,0,0,0,1,0,,,,,,,No pet at home,,,,loneliness_djg first,No,No,No,Yes,Yes,Yes,Every two weeks,Every week,Number,5,Daily,Daily,Number,25,Several times a week,All of the time,All of the time,All of the time,All of the time,,Every week,Every two weeks,Once a month,Hardly ever or never,Hardly ever or never,Hardly ever or never,Daily,None of the time,,,,,,"End of studies (successfully completing school, college or university or dropping out)",,COVID-19 infection of yourself,COVID-19 infection of a member of your household,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Never,Always,Always,An issue that is limited to the individual concerned,Both equally,Once a day or less,6 to 15 times a day,Once a day or less,16 to 30 times a day,Over 30 times a day,1–2 hours per day,4-5 hours per day,Less than 10 minutes per day,2–3 hours per day,Very rarely,Occasionally,Rarely,Occasionally,Occasionally,5,5,8,10,9,5,8,I don't know,,Very good,,,,,None of the above,,10,10,Always,Never,Never,Fairly good,"No, I don’t smoke at all",Male,January,2006,16,16-25,Sweden,Prefer not to answer,ISCED 2: Lower secondary education,3,Norra Sverige,Small or medium-sized town,In education,,,,Don’t know,Prefer not to answer,Prefer not to answer,,1.8683223,2.1078982,1.2247224
05 Dec 22,05 Dec 22,26,380.771,Sweden,Online,Smartphone,sv,"Yes, I agree",Married or cohabitating,Your household's annual income,Income decile 7,,,Sweden,Sweden,Sweden,3,3,0,2,1,0,,Cat,Dog,,,,,Unlimited duration,7,I worked more than half time onsite at a workplace,loneliness_djg first,No,Yes,No,Yes,Yes,Yes,More than once a week,Daily,Number,5,Daily,More than once a week,Number,5,Several times a week,Most of the time,A little of the time,Most of the time,A little of the time,10,Daily,Daily,Every week,Some of the time,Some of the time,Hardly ever or never,Every two weeks,None of the time,,,,,,,,,,,,None of the above,,,Yes,,,,,,,,,,,,,,,,,Rarely,Most of the time,Most of the time,,,,An issue that has implications for the individual as well as for the wider society,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,16 to 30 times a day,Over 30 times a day,16 to 30 times a day,2 to 5 times a day,Over 30 times a day,More than 5 hours per day,More than 5 hours per day,1–2 hours per day,1–2 hours per day,Occasionally,Very frequently,Very frequently,Occasionally,Rarely,2,8,1,6,5,5,6,Moderaterna (M),,Fairly good,Smoke heavily,,,,,,9,10,Most of the time,Once a week,Once a month,Very good,"No, I smoke less than 10 cigarettes on average per day",Male,January,2000,22,16-25,Sweden,Other sexual orientation,ISCED 3: Upper secondary education,2,Södra Sverige,Large town/city,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working part-time","Unskilled worker (e.g., labourer – porter – unskilled factory worker)","Administration and support services, including public administration and defence",Wages or salaries,3 days,No,,1.6645005,.79776692,1.2247224
05 Dec 22,05 Dec 22,27,706.25,Poland,Online,Laptop/PC,pl,"Yes, I agree",Prefer not to say,Your household's annual income,Income decile 6,,,Poland,Poland,,30,0,0,0,0,1,No,Cat,Dog,,,,,,7,I worked more than half time from somewhere else,loneliness_djg first,No,No,No,No,No,Yes,Every two weeks,Daily,Prefer not to say,,Every two weeks,Daily,Number,6,About once a week,Prefer not to say,Prefer not to say,Some of the time,Most of the time,,Once a month,Every two months or less frequently,Every two months or less frequently,Hardly ever or never,Hardly ever or never,Hardly ever or never,Every week,Some of the time,6,,,,,,,,,,,None of the above,,,Yes,"Seeing friends, family members, or other loved ones",Doing sports alone,,,,,Contacted a church or religious organisation,,,,Took time for myself,,,,,,Rarely,Rarely,,,,,An issue that has implications for the individual as well as for the wider society,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,2 to 5 times a day,6 to 15 times a day,6 to 15 times a day,6 to 15 times a day,6 to 15 times a day,2–3 hours per day,2–3 hours per day,1–2 hours per day,4-5 hours per day,Occasionally,Rarely,Rarely,Rarely,Rarely,6,7,4,7,4,7,3,Solidarna Polska (SP),,Fairly good,,,"Had chronic, severe illnesses, disabilities or accidents",,,,7,7,Most of the time,More than once a week,Once a week,Fairly good,"Yes, I smoke 10 or more cigarettes on average per day",Male,February,1990,32,26-35,Poland,Heterosexual/straight,998 Don't know,1,Makroregion Centralny,Small or medium-sized town,"In paid work (or away temporarily) (employee, self-employed, working for your family business)",Self-employed,"Professional and technical occupations (e.g., doctor – teacher – engineer – artist – accountant)",Manufacturing or engineering,Income from self-employment,2 days,No,,1.2905183,1.4465499,.62694484
